ID,TIME,NAME,TEXT,ROLE,HATE,TARGET,VERBAL_ABUSE,INTENTION,CONTEXT
17,[2019-06-13 15:59:36], <Silvia_Victime>, c'est dommage que tu sois pas venue,victim,NAG,NULL,NULL,OTH,NULL
18,[2019-06-13 15:59:37], <Adrien_soutienh>, ça ce fait pas Silvia,bully_support,NAG,NULL,NULL,OTH,OTH
19,[2019-06-13 15:59:46], <Silvia_Victime>, on s'est super bien amusé :),victim,NAG,NULL,NULL,OTH,NULL
20,[2019-06-13 16:00:07], <Herbert_Concilia>, pdt le voyage ?,conciliator,NAG,NULL,NULL,OTH,OTH
21,[2019-06-13 16:00:12], <Silvia_Victime>, oui ,victim,NAG,NULL,NULL,OTH,OTH
22,[2019-06-13 16:00:18], <Silvia_Victime>, Dommage que Sophie sois pas venue,victim,NAG,NULL,NULL,OTH,OTH
23,[2019-06-13 16:00:26], <michel_soutienv>,  yo il se passe quoi la,victim_support,NAG,NULL,NULL,OTH,NULL
24,[2019-06-13 16:00:26], <Sophie_Harceleur>, mais cte folle elle a embrassé lucas pdt le voyazge,bully,OAG,victim,NCG,AIN,NULL
25,[2019-06-13 16:00:41], <Silvia_Victime>, qui t'a dit ça?,victim,NAG,NULL,NULL,OTH,AIN
26,[2019-06-13 16:00:46], <Silvia_Victime>, c'est mm pas vrai,victim,NAG,NULL,NULL,CNS,AIN
27,[2019-06-13 16:00:51], <Adrien_soutienh>, a ton avis ,bully_support,NAG,NULL,NULL,OTH,CNS
28,[2019-06-13 16:01:02], <Silvia_Victime>, un menteur?,victim,NAG,NULL,NULL,OTH,OTH
29,[2019-06-13 16:01:04], <Adrien_soutienh>, je t ai vu en faite ,bully_support,NAG,NULL,NULL,OTH,OTH
30,[2019-06-13 16:01:16], <Herbert_Concilia>, c'est pas possible...,conciliator,NAG,NULL,NULL,OTH,OTH
31,[2019-06-13 16:01:17], <Sophie_Harceleur>, en ft t'es une grosse pute c'est ça que je dois comprendre,bully,OAG,victim,NCG,AIN,NULL
32,[2019-06-13 16:01:18], <Silvia_Victime>, faire quoi?,victim,NAG,NULL,NULL,OTH,OTH
33,[2019-06-13 16:01:39], <Silvia_Victime>, à vazi dou tu m'insultes?,victim,NAG,NULL,NULL,OTH,AIN
34,[2019-06-13 16:01:41], <Lisa_soutienH>, en faite tes vraiment une sap*lope silvia,bully_support,OAG,victim,NCG,ATK,OTH
35,[2019-06-13 16:01:43], <Adrien_soutienh>, embrasser lucas,bully_support,NAG,NULL,NULL,OTH,OTH
36,[2019-06-13 16:01:52], <Lisa_soutienH>, ta trompé ton mec ,bully_support,NAG,NULL,NULL,OTH,OTH
37,[2019-06-13 16:01:57], <Silvia_Victime>, Mais d'où je l'ai embrassé?,victim,NAG,NULL,NULL,OTH,OTH
38,[2019-06-13 16:01:58], <Lisa_soutienH>, ca se fait grave pas,bully_support,NAG,NULL,NULL,OTH,OTH
39,[2019-06-13 16:02:01], <Silvia_Victime>, Mais ta race toi putain,victim,OAG,bully,NCG,DFN,ATK
40,[2019-06-13 16:02:09], <Adrien_soutienh>, TU TE CALME,bully_support,OAG,victim,OTH,ATK,DFN
41,[2019-06-13 16:02:14], <Lisa_soutienH>, bah tes une salope en faite,bully_support,OAG,victim,NCG,ATK,DFN
42,[2019-06-13 16:02:16], <Sophie_Harceleur>, MAIS BORDEL SILVIA *,bully,NAG,NULL,NULL,OTH,NULL
43,[2019-06-13 16:02:18], <michel_soutienv>, sophie calmez vous,victim_support,NAG,NULL,NULL,CR,NULL
44,[2019-06-13 16:02:18], <Silvia_Victime>, c'est toi qui insultes abruti va,victim,OAG,bully,NCG,DFN,ATK
45,[2019-06-13 16:02:24], <Lisa_soutienH>, ecpece d'usine a bite,bully_support,OAG,victim,NCG,ATK,DFN
46,[2019-06-13 16:02:30], <Lisa_soutienH>, tes une autoroute ,bully_support,OAG,victim,DNG,ATK,DFN
47,[2019-06-13 16:02:35], <Herbert_Concilia>, Calmez vous ! Il doit y avoir une erreur...,conciliator,NAG,NULL,NULL,CR,NULL
48,[2019-06-13 16:02:38], <Lisa_soutienH>, c chiant de payer ,bully_support,CAG,victim,DNG,ATK,DFN
49,[2019-06-13 16:02:39], <michel_soutienv>, calmez vous tous,victim_support,NAG,NULL,NULL,CR,NULL
50,[2019-06-13 16:02:39], <Silvia_Victime>, mais grosse salope d'où tu me parles?,victim,OAG,bully_support,NCG,DFN,ATK
51,[2019-06-13 16:02:50], <Adrien_soutienh>, T EXCITE PAS,bully_support,OAG,victim,OTH,ATK,DFN
52,[2019-06-13 16:02:52], <michel_soutienv>, deux secondes silvia elle ferait pas ca,victim_support,NAG,NULL,NULL,CNS,NULL
53,[2019-06-13 16:02:57], <Herbert_Concilia>, Adrien t'as dû mal voir....,conciliator,NAG,NULL,NULL,CNS,NULL
54,[2019-06-13 16:03:01], <Silvia_Victime>, Tu pues la merde ,victim,OAG,bully,DNG,DFN,ATK
55,[2019-06-13 16:03:06], <michel_soutienv>, et sijnon licas il veurt peut etre casser avec toiu,victim_support,NAG,NULL,NULL,CNS,NULL
56,[2019-06-13 16:03:15], <Sophie_Harceleur>, mais bordel tg herbert tu vois pas je lui parle,bully,OAG,conciliator,OTH,ATK,CNS
57,[2019-06-13 16:03:16], <Silvia_Victime>, Le mec i mytho de ouf pcq il veut foutre sonb cornichon dans la Sophie,victim,NAG,NULL,NULL,CNS,NULL
59,[2019-06-13 16:03:21], <michel_soutienv>, genre il va te le dire,victim_support,NAG,NULL,NULL,OTH,NULL
60,[2019-06-13 16:03:29], <Silvia_Victime>, Mais arrête de mytho stp,victim,NAG,NULL,NULL,CNS,NULL
61,[2019-06-13 16:03:33], <Lisa_soutienH>, pour de vrai c'est une salope ,bully_support,OAG,victim,NCG,AIN,NULL
62,[2019-06-13 16:03:34], <Silvia_Victime>, tu mfais dla peine,victim,NAG,NULL,NULL,OTH,NULL
63,[2019-06-13 16:03:39], <Silvia_Victime>, tg toi,victim,OAG,bully_support,OTH,DFN,AIN
64,[2019-06-13 16:03:40], <Sophie_Harceleur>, tu veux que je t'explose ta gueule ou quoi?,bully,OAG,victim,THR,ATK,DFN
65,[2019-06-13 16:03:47], <Silvia_Victime>, Mais ferme ta gueule,victim,OAG,bully,OTH,DFN,ATK
66,[2019-06-13 16:03:48], <Lisa_soutienH>, vasi essaie ,bully_support,OAG,victim,OTH,ATK,DFN
67,[2019-06-13 16:03:48], <Herbert_Concilia>, Eh on se calme,conciliator,NAG,NULL,NULL,CR,NULL
68,[2019-06-13 16:03:53], <michel_soutienv>, putain mais calmez vous,victim_support,NAG,NULL,NULL,CR,NULL
69,[2019-06-13 16:03:56], <Lisa_soutienH>, jen profiterai pour te baiser,bully_support,OAG,victim,OTH,ATK,DFN
70,[2019-06-13 16:03:58], <michel_soutienv>, ca va pas ou quoi,victim_support,NAG,NULL,NULL,OTH,ATK
71,[2019-06-13 16:04:03], <Sophie_Harceleur>, t'es plate comme une planche de surf et tu fais la foplle avec mloi,bully,OAG,victim,DNG,ATK,DFN
72,[2019-06-13 16:04:03], <Lisa_soutienH>, mais jai peur le l'erpece,bully_support,OAG,victim,OTH,ATK,DFN
73,[2019-06-13 16:04:05], <Silvia_Victime>, Ah en plkus t'es lesbienne?,victim,NAG,NULL,NULL,OTH,ATK
74,[2019-06-13 16:04:16], <Lisa_soutienH>, oui t homophobe ?,bully_support,NAG,NULL,NULL,OTH,OTH
75,[2019-06-13 16:04:29], <Adrien_soutienh>, Tu veux quoi SALOPE  en faite t es passer sur tout paname donc parle pas,bully_support,OAG,victim,DNG,AIN,NULL
76,[2019-06-13 16:04:32], <Silvia_Victime>, j'ai juste un pblm avec les putes de ton espèce et les mythos,victim,OAG,bully_support,NCG,DFN,AIN
77,[2019-06-13 16:04:32], <Lisa_soutienH>, t une salope et t homophobe ???,bully_support,OAG,victim,NCG,ATK,DFN
78,[2019-06-13 16:04:35], <michel_soutienv>, sophie tetais pas la pendant genre une semaine tu reviens pour foutre la merde,victim_support,NAG,NULL,NULL,OTH,NULL
80,[2019-06-13 16:04:45], <Silvia_Victime>, On vit sur la côte d'Azur espèce de teubé,victim,OAG,bully_support,NCG,DFN,AIN
81,[2019-06-13 16:04:53], <Silvia_Victime>, tu t cru à st denis ou quoi?,victim,CAG,bully_support,OTH,DFN,AIN
82,[2019-06-13 16:05:07], <Adrien_soutienh>, non toi  sur les trottoir,bully_support,OAG,victim,DNG,ATK,DFN
83,[2019-06-13 16:05:09], <Lisa_soutienH>, silvia franchement ca se fait pas ce que ta fait,bully_support,NAG,NULL,NULL,AIN,NULL
84,[2019-06-13 16:05:11], <Silvia_Victime>, La vie de ma mère ferme bien ta gueule au lieu d'écarter les cuisses,victim,OAG,bully_support,OTH,DFN,AIN
85,[2019-06-13 16:05:14], <michel_soutienv>,  mais calmez vous ,victim_support,NAG,NULL,NULL,CR,NULL
86,[2019-06-13 16:05:28], <michel_soutienv>, merde parle a lucas avant de hurler sur silvia$,victim_support,NAG,NULL,NULL,CNS,NULL
87,[2019-06-13 16:05:33], <Sophie_Harceleur>, mais silvia t'es vraiment une grosse sous race en ft,bully,OAG,victim,NCG,ATK,DFN
88,[2019-06-13 16:05:36], <Herbert_Concilia>, On sait tous que Lucas aime que Sophie....,conciliator,NAG,NULL,NULL,CNS,ATK
89,[2019-06-13 16:05:44], <Lisa_soutienH>,  bah ecartons les cuisses enseble ! ta l'air d'aimer ca,bully_support,OAG,victim,OTH,ATK,DFN
90,[2019-06-13 16:05:45], <Silvia_Victime>, J'ai rien fait,victim,NAG,NULL,NULL,OTH,NULL
91,[2019-06-13 16:05:47], <michel_soutienv>, herbert ta gueule stp,victim_support,OAG,conciliator,OTH,ATK,CNS
92,[2019-06-13 16:05:51], <michel_soutienv>, deux secondes,victim_support,OAG,conciliator,OTH,ATK,CNS
93,[2019-06-13 16:05:51], <Sophie_Harceleur>, mais michel ptn ya rien à savoir de plus,bully,NAG,NULL,NULL,OTH,CNS
94,[2019-06-13 16:05:53], <Silvia_Victime>, il mytho de ouf pcq il veut se taper sSophie,victim,NAG,NULL,NULL,CNS,NULL
95,[2019-06-13 16:06:11], <Silvia_Victime>, pas vrai Adrien,victim,NAG,NULL,NULL,CNS,NULL
96,[2019-06-13 16:06:13], <Adrien_soutienh>, et toi lucas,bully_support,NAG,NULL,NULL,AIN,CNS
97,[2019-06-13 16:06:26], <Silvia_Victime>, mais Lucas il pue la merde sérieux,victim,OAG,NULL,DNG,DFN,AIN
98,[2019-06-13 16:06:32], <Silvia_Victime>, c'est quoi cet acharnement,victim,NAG,NULL,NULL,OTH,NULL
99,[2019-06-13 16:06:36], <Herbert_Concilia>, Mais c'est vrai ! Y a pas de raison qu'il la trompe,conciliator,NAG,NULL,NULL,CNS,NULL
100,[2019-06-13 16:06:38], <Silvia_Victime>, keske je tai fait,victim,NAG,NULL,NULL,OTH,NULL
101,[2019-06-13 16:06:44], <Adrien_soutienh>, c est la vérite ,bully_support,NAG,NULL,NULL,GSL,OTH
102,[2019-06-13 16:06:58], <Silvia_Victime>, mais arrête ton mytho deux secondes,victim,NAG,NULL,NULL,CNS,GSL
103,[2019-06-13 16:07:03], <Lisa_soutienH>, en faite cherchez pas silvia elle veux SE FAIRE BAISER PAR TT LE MONDE,bully_support,OAG,victim,DNG,ATK,NULL
104,[2019-06-13 16:07:10], <michel_soutienv>, il le saurait si il avait embrasse qqun nan,victim_support,NAG,NULL,NULL,OTH,CNS
105,[2019-06-13 16:07:20], <Lisa_soutienH>, ssale pute  tu vend meme pas ton corps taime ca ,bully_support,OAG,victim,OTH,ATK,NULL
106,[2019-06-13 16:07:21], <Sophie_Harceleur>, Silvia t'es pire qu'une pute,bully,OAG,victim,DNG,ATK,NULL
107,[2019-06-13 16:07:22], <Silvia_Victime>, mais ta gueule putain tu boites tellement tu te fais défoncer,victim,OAG,bully,OTH,DFN,ATK
108,[2019-06-13 16:07:27], <michel_soutienv>, demandez a lucas,victim_support,NAG,NULL,NULL,CNS,NULL
109,[2019-06-13 16:07:31], <Sophie_Harceleur>, tu suis le chemin de ta mère là,bully,OAG,victim,DNG,ATK,NULL
110,[2019-06-13 16:07:40], <Silvia_Victime>, Et toi Sohpie tu es bien conne de croire tout ce qu'on te raconte,victim,OAG,bully,NCG,DFN,ATK
111,[2019-06-13 16:07:49], <Herbert_Concilia>, Calmez-vous,conciliator,NAG,NULL,NULL,CR,NULL
112,[2019-06-13 16:07:54], <Adrien_soutienh>, Tu veux voir la photo,bully_support,NAG,NULL,NULL,OTH,CNS
113,[2019-06-13 16:07:55], <Silvia_Victime>, Lucas il te le dira,victim,NAG,NULL,NULL,CNS,NULL
114,[2019-06-13 16:08:00], <Herbert_Concilia>, C'est normal qu'elle s'enerve,conciliator,NAG,NULL,NULL,EMP,DFN
115,[2019-06-13 16:08:04], <Silvia_Victime>, putain tu fais plus confiance à Adrien qu'à ton mec,victim,NAG,NULL,NULL,DFN,NULL
116,[2019-06-13 16:08:11], <michel_soutienv>, alors parle lui avant de croire adrien ce con,victim_support,OAG,bully_support,NCG,DFN,NULL
117,[2019-06-13 16:08:11], <Sophie_Harceleur>, déjà m'interpelle même pas on est pas pote,bully,OAG,victim,OTH,ATK,DFN
118,[2019-06-13 16:08:12], <Lisa_soutienH>, mdr  tu ma bien tuer mais ca va comment les séances de réducation ? tarrive a remarcher ??,bully_support,CAG,victim,OTH,ATK,NULL
119,[2019-06-13 16:08:14], <Silvia_Victime>, quelle photo povr merde,victim,OAG,bully_support,NCG,DFN,OTH
120,[2019-06-13 16:08:23], <Adrien_soutienh>, Logique je suis exceptionnel,bully_support,NAG,NULL,NULL,OTH,DFN
121,[2019-06-13 16:08:25], <Silvia_Victime>, tu piques mes répliques Lisa?,victim,NAG,NULL,NULL,OTH,ATK
122,[2019-06-13 16:08:28], <Silvia_Victime>, teubé va,victim,OAG,bully_support,NCG,DFN,ATK
123,[2019-06-13 16:08:34], <michel_soutienv>, mais quelle merde,victim_support,NAG,NULL,NULL,OTH,NULL
124,[2019-06-13 16:08:40], <Sophie_Harceleur>, laisse Lisa trql ,bully,NAG,NULL,NULL,AIN,DFN
125,[2019-06-13 16:08:45], <Adrien_soutienh>, La triz qui traite les autres de teube,bully_support,OAG,victim,NCG,ATK,DFN
126,[2019-06-13 16:08:49], <Silvia_Victime>, Donc tu es plus exceptionnel que son mec?,victim,NAG,NULL,NULL,OTH,OTH
127,[2019-06-13 16:08:52], <Sophie_Harceleur>, t'as rien à dire sous merde,bully,OAG,victim,NCG,ATK,DFN
128,[2019-06-13 16:08:54], <Silvia_Victime>, t'avoues du coup?,victim,NAG,NULL,NULL,OTH,OTH
129,[2019-06-13 16:08:58], <Silvia_Victime>, tu veux la pécho,victim,NAG,NULL,NULL,OTH,OTH
130,[2019-06-13 16:09:08], <Silvia_Victime>, je suis en train de te parler débile,victim,OAG,bully_support,NCG,DFN,OTH
131,[2019-06-13 16:09:30], <Adrien_soutienh>, C estpas moi le sujet,bully_support,NAG,NULL,NULL,OTH,DFN
132,[2019-06-13 16:09:43], <Silvia_Victime>, c'est bon tu viens de comprendre qu'Adrien veut ju_ste te baiser Sophie?,victim,NAG,NULL,NULL,OTH,NULL
133,[2019-06-13 16:09:43], <michel_soutienv>, fait chier de parler de lucas alors quil est pas la faites pas chier appelez le,victim_support,NAG,NULL,NULL,OTH,NULL
134,[2019-06-13 16:09:48], <Silvia_Victime>, Il mytho de ouf,victim,NAG,NULL,NULL,CNS,NULL
135,[2019-06-13 16:09:52], <Herbert_Concilia>, Bon Adrien si c'est un prank c'est pas drole,conciliator,NAG,NULL,NULL,CNS,NULL
136,[2019-06-13 16:09:57], <Sophie_Harceleur>, je vaisme ramener chez moi devant ta famille tu vas voir,bully,OAG,victim,THR,ATK,CNS
137,[2019-06-13 16:10:08], <Silvia_Victime>, Appelle le Adrien vazi,victim,NAG,NULL,NULL,OTH,OTH
138,[2019-06-13 16:10:10], <Adrien_soutienh>, Mais herbert tu t es cru sur youtube,bully_support,NAG,NULL,NULL,OTH,CNS
139,[2019-06-13 16:10:12], <Sophie_Harceleur>, au lycée t'auras même plus de pote ,bully,CAG,victim,THR,ATK,OTH
140,[2019-06-13 16:10:14], <michel_soutienv>, bah allez sophie,victim_support,NAG,NULL,NULL,CNS,ATK
141,[2019-06-13 16:10:19], <michel_soutienv>, appelle le pour voir,victim_support,NAG,NULL,NULL,CNS,ATK
142,[2019-06-13 16:10:23], <Sophie_Harceleur>, tu vas voir quand tu sortiras des vestiaires ,bully,OAG,victim,THR,ATK,OTH
143,[2019-06-13 16:10:27], <Silvia_Victime>, Mais putain tu fais plus confiance à Adri qu'à ton mec?,victim,NAG,NULL,NULL,DFN,NULL
144,[2019-06-13 16:10:32], <Silvia_Victime>, tu fais pitié sérieux,victim,NAG,NULL,NULL,OTH,ATK
145,[2019-06-13 16:10:33], <Sophie_Harceleur>, habille toi vite grosse p***,bully,OAG,victim,NCG,ATK,DFN
146,[2019-06-13 16:10:43], <Silvia_Victime>, moi j'en ai rien à foutre de ton débile de gros laid,victim,OAG,bully,DNG,DFN,ATK
147,[2019-06-13 16:10:51], <Sophie_Harceleur>, ah mais nan c'est vrai t'aimes te faire péter le cul j'avais oublié,bully,OAG,victim,OTH,ATK,DFN
148,[2019-06-13 16:10:55], <Silvia_Victime>, putain je peux me faire dix mille fois mieux que lui,victim,NAG,NULL,NULL,OTH,ATK
149,[2019-06-13 16:10:56], <Lisa_soutienH>, ouais mais cherche pas a comprendre pk ca se fait pas,bully_support,NAG,NULL,NULL,OTH,DFN
150,[2019-06-13 16:10:57], <Adrien_soutienh>, Alors pk tu le suce tous les soir,bully_support,OAG,victim,OTH,ATK,DFN
151,[2019-06-13 16:10:57], <Herbert_Concilia>, nan mais c'est vous là... Adrien dit un truc et tout le monde se met dessus,conciliator,NAG,NULL,NULL,CNS,OTH
152,[2019-06-13 16:11:17], <Silvia_Victime>, Mais putain Adrien mythonne,victim,NAG,NULL,NULL,CNS,OTH
153,[2019-06-13 16:11:21], <Silvia_Victime>, 🤣,victim,NAG,NULL,NULL,OTH,NULL
154,[2019-06-13 16:11:28], <Silvia_Victime>, Sophie tu me fais pitié,victim,NAG,NULL,NULL,OTH,ATK
155,[2019-06-13 16:11:29], <Sophie_Harceleur>, mdrr tu l'aurais pas embrassé si c'était qu'un débile ,bully,NAG,NULL,NULL,OTH,DFN
156,[2019-06-13 16:11:33], <michel_soutienv>,   taimerai biezn etre suce hein adri tes bien seul ,victim_support,OAG,bully_support,DNG,DFN,ATK
158,[2019-06-13 16:11:37], <Adrien_soutienh>, Tu trouve ca drole en plus,bully_support,NAG,NULL,NULL,GSL,OTH
159,[2019-06-13 16:11:58], <Silvia_Victime>, Je l'ai pas embrassé,victim,NAG,NULL,NULL,CNS,GSL
160,[2019-06-13 16:12:01], <Silvia_Victime>, putain t vmt conne,victim,OAG,bully_support,NCG,DFN,GSL
161,[2019-06-13 16:12:04], <Lisa_soutienH>, mais oui biensur,bully_support,NAG,NULL,NULL,GSL,CNS
162,[2019-06-13 16:12:04], <Adrien_soutienh>, t es un vrai sac  à foutre,bully_support,OAG,victim,DNG,ATK,CNS
163,[2019-06-13 16:12:07], <Sophie_Harceleur>, silvia tg on a des preuvesx et destémoins,bully,OAG,victim,NCG,GSL,CNS
164,[2019-06-13 16:12:13], <Silvia_Victime>, olalala insulte volée à ta mère,victim,CAG,bully_support,DNG,DFN,ATK
165,[2019-06-13 16:12:16], <michel_soutienv>, adiren comme preuve lol,victim_support,CAG,bully,OTH,DFN,ATK
166,[2019-06-13 16:12:22], <Silvia_Victime>, mais quelles preuves putain?!,victim,NAG,NULL,NULL,DFN,GSL
167,[2019-06-13 16:12:24], <Herbert_Concilia>, On a UN temoin,conciliator,NAG,NULL,NULL,OTH,GSL
168,[2019-06-13 16:12:28], <Silvia_Victime>, Adrien qui veut te tringler,victim,NAG,NULL,NULL,DFN,GSL
169,[2019-06-13 16:12:28], <Herbert_Concilia>, pas tres fiable,conciliator,NAG,NULL,NULL,EMP,DFN
170,[2019-06-13 16:12:32], <Silvia_Victime>, c'est lui la preuve?,victim,NAG,NULL,NULL,DFN,GSL
171,[2019-06-13 16:12:43], <Sophie_Harceleur>, ptn mais t'es né d'un gangbang ou quoi,bully,OAG,victim,OTH,ATK,DFN
172,[2019-06-13 16:12:46], <Sophie_Harceleur>, ptn de triso,bully,OAG,victim,NCG,ATK,DFN
173,[2019-06-13 16:12:48], <michel_soutienv>, tu fais pitie sophie  si ton mec te veux plus bah tu degage ,victim_support,NAG,NULL,NULL,OTH,ATK
174,[2019-06-13 16:12:50], <Silvia_Victime>, putain heureusement que t'es pas jury d'un procès pour meurtre,victim,NAG,NULL,NULL,DFN,ATK
175,[2019-06-13 16:12:50], <Axelle_Defenseur>, Une personne c'est archi pas une preuve,victim_support,NAG,NULL,NULL,CNS,GSL
176,[2019-06-13 16:12:59], <Silvia_Victime>, vu ton esprit de déduction merdique Sophie,victim,OAG,bully,DNG,DFN,ATK
177,[2019-06-13 16:13:00], <Adrien_soutienh>, On est deux en ft,bully_support,NAG,NULL,NULL,OTH,CNS
178,[2019-06-13 16:13:02], <Sophie_Harceleur>, mais michel frere tas vu ton prénom pour commenc&é,bully,OAG,victim_support,DNG,ATK,OTH
179,[2019-06-13 16:13:05], <Adrien_soutienh>, Hein lisa,bully_support,NAG,NULL,NULL,OTH,CNS
180,[2019-06-13 16:13:08], <Silvia_Victime>, Deux qui pauivre merde?,victim,OAG,bully_support,NCG,DFN,OTH
181,[2019-06-13 16:13:09], <Lisa_soutienH>, jai la preuvve !!!,bully_support,NAG,NULL,NULL,OTH,NULL
182,[2019-06-13 16:13:18], <Silvia_Victime>, Mais Lisa t'étais mm pas au voyage,victim,NAG,NULL,NULL,CNS,OTH
183,[2019-06-13 16:13:21], <michel_soutienv>, sophie saute des fiilees ,victim_support,CAG,bully,OTH,DFN,ATK
184,[2019-06-13 16:13:25], <Silvia_Victime>, de où tu as la preuve?,victim,NAG,NULL,NULL,OTH,OTH
185,[2019-06-13 16:13:28], <Lisa_soutienH>, voila !!!,bully_support,NAG,NULL,NULL,OTH,OTH
186,[2019-06-13 16:13:36], <Lisa_soutienH>, tu comprends sale pute ,bully_support,OAG,victim,NCG,ATK,OTH
187,[2019-06-13 16:13:40], <Silvia_Victime>, Je suis mm pas rousse putain,victim,NAG,NULL,NULL,CNS,ATK
188,[2019-06-13 16:13:44], <Silvia_Victime>, tu ml'as photoshopée,victim,NAG,NULL,NULL,CNS,ATK
189,[2019-06-13 16:13:46], <Lisa_soutienH>, on ta pris en photo,bully_support,NAG,NULL,NULL,OTH,NULL
197,[2019-06-13 16:14:38], <Silvia_Victime>, Et ton mec il dit quoi de ça?,victim,NAG,NULL,NULL,OTH,NULL
199,[2019-06-13 16:14:40], <michel_soutienv>, quel photoshop de fou,victim_support,CAG,bully_support,DNG,DFN,OTH
200,[2019-06-13 16:14:50], <Silvia_Victime>, il a de l'avenir,victim,CAG,bully_support,DNG,OTH,DFN
201,[2019-06-13 16:15:08], <Adrien_soutienh>, plus que toi en tant que pute,bully_support,OAG,victim,DNG,ATK,OTH
202,[2019-06-13 16:15:13], <Sophie_Harceleur>, jvais te soulever,bully,OAG,victim,THR,ATK,OTH
203,[2019-06-13 16:15:16], <Silvia_Victime>, plus que toi en tant que chien de Sophie,victim,OAG,bully_support,DNG,DFN,ATK
204,[2019-06-13 16:15:17], <Sophie_Harceleur>, continue comme ça,bully,OAG,victim,THR,ATK,DFN
205,[2019-06-13 16:15:20], <michel_soutienv>, javoue lisa ty a pense cest meiux que sucer nempeche ca paye pas bien,victim_support,OAG,bully_support,OTH,DFN,NULL
206,[2019-06-13 16:15:23], <Sophie_Harceleur>, ça se voit tu me connais pas,bully,OAG,victim,THR,ATK,NULL
207,[2019-06-13 16:15:33], <Silvia_Victime>, Sophie tu devrais t'occuper d'Adrien il en peut plus d'agiter la queue$,victim,CAG,bully,OTH,DFN,ATK
208,[2019-06-13 16:15:35], <Sophie_Harceleur>, des filles comme toi j'en ai connu plus d'une,bully,OAG,victim,THR,ATK,NULL
209,[2019-06-13 16:15:43], <Silvia_Victime>, et tu les a mangées?,victim,CAG,bully,OTH,DFN,ATK
211,[2019-06-13 16:15:49], <Sophie_Harceleur>, elles sont toutes dans un cercueil mtn on sdemande pq,bully,OAG,victim,THR,ATK,NULL
212,[2019-06-13 16:15:51], <Silvia_Victime>, 🐕,victim,NAG,NULL,NULL,OTH,NULL
213,[2019-06-13 16:15:56], <Lisa_soutienH>, bah taime ca non silvia ?,bully_support,CAG,victim,OTH,ATK,DFN
214,[2019-06-13 16:15:58], <Adrien_soutienh>, Sylvia demain je te balaye en au  des marches,bully_support,OAG,victim,THR,ATK,DFN
215,[2019-06-13 16:16:16], <michel_soutienv>, demain lucas va peter un cable ,victim_support,NAG,NULL,NULL,OTH,NULL
216,[2019-06-13 16:16:19], <Silvia_Victime>, Sohpie fais qqch là,victim,CAG,bully,OTH,DFN,NULL
217,[2019-06-13 16:16:21], <Lisa_soutienH>, nempeche ca se fait pas  digne d'une pute,bully_support,OAG,victim,OTH,AIN,NULL
218,[2019-06-13 16:16:27], <Silvia_Victime>, il devient agressif tellement il est en manque,victim,CAG,bully,OTH,DFN,NULL
219,[2019-06-13 16:16:28], <Sophie_Harceleur>, silvia t'es morte.,bully,OAG,victim,THR,ATK,DFN
220,[2019-06-13 16:16:40], <Silvia_Victime>, Mais d'où je suis morte stp,victim,OAG,bully,DNG,DFN,ATK
221,[2019-06-13 16:16:48], <Silvia_Victime>, déjà faudrait que tu roules jusqu'à moi,victim,OAG,bully,DNG,DFN,ATK
