ID,TIME,NAME,TEXT,ROLE,HATE,TARGET,VERBAL_ABUSE,INTENTION,CONTEXT
96,09:27:33 AM,Soan, Que de la bouche,victim_support,NAG,NULL,NULL,OTH,ATK
97,09:27:36 AM,hebert, je vais te retourner le trou de balle c’est tout ce qu’on vas faire,conciliator,OAG,bully_support,OTH,DFN,ATK
98,09:27:46 AM,Diana, aller go coquin,bully_support,NAG,NULL,NULL,OTH,DFN
99,09:27:52 AM,hebert, comment ça ?,conciliator,NAG,NULL,NULL,OTH,OTH
100,09:27:58 AM,Soan, 😏,victim_support,NAG,NULL,NULL,OTH,OTH
101,09:28:03 AM,hebert, 530 avenue des vignes je t’attend,conciliator,NAG,NULL,NULL,OTH,ATK
102,09:28:04 AM,Theo68, partouze,bully_support,NAG,NULL,NULL,OTH,OTH
103,09:28:12 AM,Soan, 😏😏😏😏😏,victim_support,NAG,NULL,NULL,OTH,OTH
104,09:28:18 AM,hebert, bref adrien calme toi,conciliator,NAG,NULL,NULL,CR,NULL
105,09:28:34 AM,Adrien94, mais ferme ta gueule ?,bully,CAG,conciliator,OTH,ATK,CR
106,09:28:37 AM,hebert, et laisse silvia et lucas faire leur vie mais bz ta mère,conciliator,OAG,bully,OTH,DFN,ATK
107,09:28:45 AM,Soan, Adrien tu te prends pour qui tu parles trop mal frr,victim_support,NAG,NULL,NULL,DFN,ATK
108,09:29:00 AM,Diana," silvia va ken hebert il a l'air detre chaud vu que toi ca te"" derange pas",bully_support,OAG,victim,DNG,ATK,DFN
109,09:29:03 AM,SilviaVictime, Quelle est le rapport avec le fait que je suis d'orgine Serbe ?,victim,NAG,NULL,NULL,OTH,NULL
110,09:29:13 AM,Soan, Ils sont racistes fort ici,victim_support,NAG,NULL,NULL,EMP,OTH
111,09:29:19 AM,Adrien94, ces putain de serbes de merdes,bully,OAG,victim,NCG,ATK,OTH
112,09:29:21 AM,hebert, c’est un pure discrimination c’est chaud vraiment,conciliator,NAG,NULL,NULL,CNS,ATK
113,09:29:24 AM,Adrien94, tous les memes,bully,OAG,victim,DNG,ATK,OTH
116,09:30:18 AM,SilviaVictime, Comme ça tous les meme ??,victim,NAG,NULL,NULL,OTH,ATK
119,09:30:31 AM,Soan, choqué du niveau de racisme,victim_support,NAG,NULL,NULL,EMP,OTH
120,09:30:32 AM,Adrien94, tu sais de quoi je parle salope,bully,OAG,victim,NCG,ATK,OTH
121,09:30:35 AM,SilviaVictime, Explique toi !,victim,NAG,NULL,NULL,OTH,ATK
122,09:30:41 AM,Adrien94, articule stp,bully,OAG,victim,DNG,ATK,OTH
123,09:30:48 AM,Diana, parle francais le reuf stp,bully_support,OAG,victim,DNG,ATK,OTH
124,09:30:51 AM,hebert, adrien parle mieux vraiment j’vais t’enculer respect la fdp,conciliator,OAG,bully,OTH,DFN,ATK
125,09:31:19 AM,SilviaVictime, +1 herbert,victim,NAG,NULL,NULL,OTH,DFN
126,09:31:44 AM,Adrien94, « +1 herbert » que tu suce,bully,OAG,victim,OTH,ATK,OTH
127,09:31:53 AM,hebert, c’est bon adrien c’est normal que t’es la haine par rapport à ton pote mais pas besoins d’allez aussi loin,conciliator,NAG,NULL,NULL,CR,ATK
128,09:32:09 AM,Adrien94, hebert ?,bully,NAG,NULL,NULL,OTH,CR
129,09:32:23 AM,hebert, adrien quoi ?,conciliator,NAG,NULL,NULL,OTH,OTH
130,09:32:25 AM,Adrien94, tg,bully,OAG,conciliator,OTH,ATK,OTH
131,09:32:28 AM,SilviaVictime, ￼c'est triste,victim,NAG,NULL,NULL,OTH,ATK
132,09:32:33 AM,Soan, Vraiment,victim_support,NAG,NULL,NULL,OTH,OTH
133,09:32:34 AM,hebert, je vais te retrouver,conciliator,OAG,bully,THR,DFN,ATK
134,09:32:34 AM,Adrien94, silvia ?,bully,NAG,NULL,NULL,OTH,OTH
135,09:32:37 AM,SilviaVictime, si peut d'argument,victim,NAG,NULL,NULL,CNS,NULL
136,09:32:38 AM,Soan, Ils prennent leurs seum C'est trop Silvia t'es trop belle pour eux,victim_support,NAG,NULL,NULL,OTH,CNS
137,09:32:54 AM,Adrien94, tg jvais te cracher dessus,bully,OAG,victim_support,THR,ATK,CNS
138,09:33:08 AM,Diana, crache dans sa chatte,bully_support,OAG,victim,OTH,AIN,ATK
139,09:33:19 AM,Soan, Soyez digne sérieuix sérieux,victim_support,NAG,NULL,NULL,OTH,NULL
140,09:33:31 AM,Theo68, Diana elle a faim blup blup blup,bully_support,NAG,NULL,NULL,OTH,AIN
141,09:34:03 AM,camille, parle pas de dignité quand ta collègue pecho le mec de sa pote,bully_support,CAG,victim,DNG,ATK,OTH
142,09:34:09 AM,Soan, C'est lui le fautif pas elle,victim_support,NAG,NULL,NULL,CNS,ATK
143,09:34:11 AM,Theo68, dis leur cam,bully_support,NAG,NULL,NULL,AIN,ATK
144,09:34:18 AM,Diana, elle aurait pu l'arreter,bully_support,NAG,NULL,NULL,GSL,CNS
145,09:34:19 AM,Soan," Elle est célibataire, il est en couple Soyez intelligents.",victim_support,NAG,NULL,NULL,CNS,GSL
146,09:34:34 AM,Adrien94, toi aussi t es une traine ton avis compte pas,bully,OAG,victim_support,DNG,ATK,CNS
147,09:34:45 AM,camille, elle a aucun respect cette crasseuse,bully_support,OAG,victim,NCG,ATK,CNS
148,09:34:50 AM,Soan, Il a profité que sa meuf ai la grippe pour aller à droite et à gauche votre pote est indéfendable,victim_support,NAG,NULL,NULL,CNS,ATK
149,09:35:01 AM,Diana, elle a bien du avaler celle la,bully_support,OAG,victim,OTH,ATK,CNS
150,09:35:02 AM,hebert, et toi en faisant ça t’a aucun respect non plus camille,conciliator,NAG,NULL,NULL,CNS,ATK
151,09:35:13 AM,SilviaVictime, Oui merci Soan !! Adrien en plus tu t'enfonce avec t'es sous entendu raciste !,victim,NAG,NULL,NULL,CNS,ATK
152,09:35:18 AM,Soan, Grave,victim_support,NAG,NULL,NULL,EMP,CNS
153,09:35:20 AM,hebert, oh Diana t’a trop faim dégage de la,conciliator,OAG,bully_support,OTH,DFN,ATK
154,09:35:24 AM,Soan, Bande de racistes,victim_support,OAG,bully/bully_support,OTH,DFN,NULL
155,09:35:33 AM,SilviaVictime, Tous le monde as de la famille étrangères,victim,NAG,NULL,NULL,CNS,NULL
156,09:35:34 AM,Diana, hebert je vais te faire,bully_support,OAG,conciliator,THR,ATK,DFN
157,09:35:34 AM,camille, elle l'autre serbe elle a ouvert les jalbrs jambes,bully_support,OAG,victim,OTH,ATK,NULL
158,09:35:37 AM,Soan, Vous savez que les propos racistes c'est conda,victim_support,NAG,NULL,NULL,CNS,ATK
159,09:35:39 AM,Adrien94, jsuis pas rasciste jdis la verite,bully,NAG,NULL,NULL,ATK,CNS
160,09:35:40 AM,SilviaVictime, et ca ne définie pas ton comportement,victim,NAG,NULL,NULL,CNS,ATK
161,09:35:42 AM,Soan, condamnable?,victim_support,NAG,NULL,NULL,OTH,NULL
162,09:35:44 AM,hebert, Diana tu vas rien faire,conciliator,NAG,NULL,NULL,OTH,ATK
163,09:36:03 AM,Diana, retourne au Kosovo et vient pas faire chier,bully_support,OAG,victim,OTH,ATK,CNS
164,09:36:14 AM,hebert, mais wshhhhhhhh,conciliator,NAG,NULL,NULL,OTH,ATK
165,09:36:45 AM,SilviaVictime, Les Serbe ne sons pas des voleurs c'est des cliché de Fachiste comme toi ça,victim,OAG,bully_support,OTH,DFN,ATK
166,09:36:55 AM,hebert," juste adrien c’est bon t’a dis des trucs de fou, t’a défoulé ta haine laisse silvia et partez faire vos vies chacun de votre côté",conciliator,NAG,NULL,NULL,CR,NULL
167,09:36:55 AM,camille, t'as sucé pour passer la frontière ?,bully_support,OAG,victim,OTH,ATK,DFN
168,09:37:02 AM,Soan, Que ça vote le z ici.. ça craint,victim_support,NAG,NULL,NULL,OTH,NULL
169,09:37:16 AM,Diana, meme ton pseudo c afait pitie,bully_support,OAG,victim,DNG,AIN,NULL
170,09:37:19 AM,Adrien94, bah la le serbe a voler le mec de quelqu’un en l’cccurence,bully,OAG,victim,OTH,ATK,DFN
171,09:37:26 AM,Soan, apprends à écrire Diana,victim_support,OAG,bully_support,DNG,DFN,AIN
172,09:37:36 AM,Adrien94, o,bully,NAG,NULL,NULL,OTH,NULL
173,09:37:37 AM,Soan, la bite dans la bouche depuis tout à l'heure,victim_support,OAG,bully_support,OTH,DFN,AIN
174,09:37:39 AM,Diana, les etranger dans l'avion,bully_support,OAG,victim,OTH,AIN,NULL
175,09:37:42 AM,SilviaVictime," MAis c'est grave, qu»es ce que tu coprend pas dans le fait que je suis Française ! je suis net en France et ma mere et Francçaise ! C'est pas complique !",victim,NAG,NULL,NULL,CNS,AIN
176,09:37:58 AM,Diana, va crever,bully_support,OAG,victim,OTH,ATK,CNS
177,09:38:03 AM,camille, va te pendre,bully_support,OAG,victim,OTH,AIN,ATK
178,09:38:10 AM,Adrien94, mais ton pere le ptn de serbe,bully,OAG,victim,OTH,ATK,CNS
179,09:38:13 AM,Soan, PARDON vous allez beaucoup trop loin,victim_support,NAG,NULL,NULL,EMP,NULL
180,09:38:21 AM,camille, fait pas la choquer,bully_support,NAG,NULL,NULL,OTH,EMP
181,09:38:23 AM,hebert, mais arrêter vraiment vous avez aucune peine c’est chaud,conciliator,NAG,NULL,NULL,EMP,NULL
182,09:38:29 AM,Diana, hebert tg toi,bully_support,OAG,conciliator,OTH,ATK,EMP
183,09:38:42 AM,SilviaVictime, Tu ne fait que répéter ce que tu entend comme un mouton,victim,NAG,NULL,NULL,CNS,ATK
184,09:38:43 AM,hebert, Diana on vas se retrouver,conciliator,OAG,bully_support,THR,DFN,ATK
185,09:38:51 AM,SilviaVictime, Je suis sure que tu ne connait meme pas de Serbe en plus,victim,NAG,NULL,NULL,CNS,ATK
186,09:38:52 AM,Soan, Sale mouton Diana,victim_support,OAG,bully_support,NCG,DFN,ATK
187,09:38:55 AM,Adrien94, silvia personne te comprend,bully,CAG,victim,OTH,GSL,NULL
188,09:39:01 AM,Soan, avec tes cheveux mal coiffé là,victim_support,OAG,bully_support,DNG,DFN,ATK
189,09:39:03 AM,Diana, bah si toi Soan je vais t’enculer sale mms,bully_support,OAG,victim_support,OTH,ATK,DFN
190,09:39:19 AM,SilviaVictime, Oui as part moi connard MDR,victim,OAG,bully,NCG,DFN,GSL
191,09:39:35 AM,hebert," parle mieux de Soan, Diana sinon on vas t’envoyer une équipe",conciliator,OAG,bully_support,THR,DFN,ATK
192,09:39:37 AM,Diana, comment ca t'insulte toi,bully_support,CAG,victim,OTH,OTH,DFN
193,09:39:37 AM,Soan, voila Silvia DIS LEURS,victim_support,NAG,NULL,NULL,EMP,DFN
194,09:39:52 AM,Diana, hebert tqt tu vas rien faire,bully_support,OAG,conciliator,THR,ATK,DFN
195,09:39:59 AM,Adrien94, hebert doucement,bully,NAG,NULL,NULL,OTH,DFN
196,09:40:02 AM,hebert, Diana je sais ou t’habite,conciliator,OAG,bully_support,THR,DFN,ATK
197,09:40:03 AM,Diana, silvia on va debarquer chez toi tu vas voir,bully_support,OAG,victim,THR,AIN,NULL
198,09:40:18 AM,hebert, adrien je vais doucement dans le cul de ta daronne,conciliator,OAG,bully,OTH,DFN,OTH
